;cuerpo;fecha;seccion;titulo
1815;El ministro de Transporte cuestionó la medida de fuerza de los sindicatos y rechazó las críticas sobre la incorporación de pilotos extranjeros en vuelos comerciales.  ;11/12/2018;política;"Guillermo Dietrich, sobre el paro de los gremios aeronáuticos: ""Quieren generarle un daño a Aerolíneas"""
1816;Luego de ganarle la final de la Copa Libertadores a Boca, el Millonario va en busca de toda la gloria.;11/12/2018;deportes;River viaja a Emiratos Árabes para jugar el Mundial de Clubes: ¿cuándo debutará?
1817;Los artistas internacionales nos dejaron muchísimas canciones hermosas. ¡Participá y votá!;11/12/2018;música;¿Cuál fue el mejor disco internacional del año?
1818;La casaca tiene frases elocuentes y el dibujo de un objeto muy significativo en esta campaña del Millonario.;11/12/2018;deportes;El detalle (casi) oculto de la camiseta de River campeón de la Copa Libertadores: ¿un palito a la Conmebol?
1819;"Se va a implementar en el estado de Texas, donde hace tiempo le negaban a los detenidos el acceso a este tipo de tratamiento odontológico por no considerarlo ""una necesidad médica"".";11/12/2018;tecno;En Estados Unidos van a fabricar dentaduras con impresoras 3D para presos
1820;La Corte ordenó resarcirla por las constantes advertencias que le hizo a la Policía para que le impidan ver a los nenes.;11/12/2018;policiales;"Su exmarido degolló a sus hijos y 18 años después la Justicia reconoció que ignoraron sus denuncias: ""Se pudo haber evitado"""
1821;La Justicia había ordenado en su fallo que hiciera un curso sobre violencia de género. El miedo de la víctima.;11/12/2018;policiales;A golpes dejó ciega a su esposa, está por recuperar la libertad pero se niega a hacer un tratamiento psicológico 
1822;Decidió extender la actividad parlamentaria hasta después de Navidad con el objetivo de que el Congreso sancione la norma.;11/12/2018;deportes;"Mauricio Macri prorroga las sesiones extraordinarias hasta el 28 de diciembre para tratar la ley ""antibarras"""
1823;No sabemos si el bar tiene problemas de seguridad o es una forma de atraer al público fanático del personaje.;11/12/2018;tecno;Una oferta laboral se viraliza por un error de tipeo: ¿camarera o Batman?
1824;El Parlamento aprobó la ley para que pueda ser adquirida con una receta médica.;11/12/2018;internacional;Nueva Zelanda legalizó el uso medicinal de la marihuana
1825;Desde 1982 juegan sin interrupción y por ahora no hay confirmación. La negociación está complicada.;11/12/2018;deportes;¿Habrá superclásico River - Boca en el verano 2019?
1826;La inactividad física acarrea un amplio espectro de enfermedades asociadas al sedentarismo, como la obesidad, la diabetes o los problemas cardiovasculares.;11/12/2018;salud;Cuando te acusen de flojo por no hacer actividad física, contestá que es culpa de tus genes
1827;"El mandatario afirmó que busca ""estabilizar la macroeconomía"" y bajar la inflación. ";11/12/2018;política;"Mauricio Macri presentó un programa para aumentar las exportaciones: ""Dejamos atrás la discrecionalidad y la oscuridad"""
1828;Las jefas de gobierno analizaron juntas en Berlín la complicada situación del Brexit.;11/12/2018;internacional;¿Sale o no sale? El insólito blooper de Theresa May con la puerta de su auto mientras la esperaba Angela Merkel
1829;El cantante colombiano se presentó en México y la joven argentina fue una espectadora de lujo. Terminaron a puro mimo.;11/12/2018;música;Maluma, a los besos con una ex Gran Hermano en pleno show
1830; Según varios sondeos, el apoyo a los manifestantes se debilitó, aunque sigue siendo mayoritario. ;11/12/2018;internacional;"Los anuncios de Macron no convencieron a los ""chalecos amarillos"" y llamaron a seguir con las protestas "
1831;Epidemiólogos estudiaron todas las muertes de las siete temporadas de la saga para observar las tendencias.;12/12/2018;salud;¿Querés saber quién morirá en Game of Thrones? Este estudio puede tener la clave
1832;El actor, denunciado por violación, le dio vida a un personaje machista en la novela Soy Gitano, en 2003, y esta frase comenzó a viralizarse. ;12/12/2018;show;"La escena donde Juan Darthés dice que ""un no, es un sí"""
1833;Qué podés hacer para dedicarte un poco de atención a pesar del estrés diario.;12/12/2018;salud;¡Mimate! Siete consejos para cuidarte a vos mismo
1834;Tras el gran triunfo en la final de la Copa Libertadores siguen las ocurrencias en las redes sociales. ;12/12/2018;deportes;"""El fantasma de Gallardo"", la nueva cargada de River a los hinchas de Boca "
1835;Elegir los regalos no siempre es una tarea fácil en esta época. Por eso, un grupo de investigadores dio a conocer un estudio revelador.;12/12/2018;salud;Por qué regalar experiencias es lo mejor que podés hacer esta Navidad, según la ciencia
1836;En todos los casos la reparación es gratuita.;12/12/2018;autos;"Los Audi A4, A6 y Mercedes-Benz GLC fueron llamados a ""recall"" en Argentina "
1837;Hay varias cosas a tener en cuenta para que los preparativos no se conviertan en un foco de conflicto.;12/12/2018;salud;Siete tips para no pelearte con tu pareja al elegir el destino de las vacaciones
1838;"El actor fue parte del elenco de ""Patito Feo"" y sostuvo que lo que más lo afecta es ""no haberse dado cuenta"" de lo que pasaba.";12/12/2018;show;"Gastón Soffritti, sobre la denuncia por violación contra Juan Darthés: ""Tengo el estómago revuelto"""
1839;Un interesante trabajo en el que el músico repasa su carrera a través de sus principales canciones.;12/12/2018;música;Bruce Springsteen se entrega a sus fans en su nuevo documental
1840;El clásico compuesto por Freddie Mercury fue reproducido más de 1.600 millones de veces en los servicios de streaming.;12/12/2018;música;"""Bohemian Rhapsody"" de Queen es la canción más escuchada del siglo XX"
1841;"Las ""chatas"" dan pelea en un mercado que cayó 46%.";12/12/2018;autos;Venta de 0 km: estas fueron las pick ups más vendidas del país
1842;La solicitud se produjo luego de que el exvicepresidente fue excarcelado por no existir peligro de fuga ni entorpecimiento de la investigación. ;12/12/2018;política;Ciccone: Núñez Carmona, amigo y socio de Amado Boudou, también pidió salir de la cárcel
1843;La moneda estadounidense baja unos centavos en el segmento mayorista, mientras la medición que define la confianza de los inversores y la tasa de la deuda argentina vuelve a los niveles más altos de la gestión Macri.;12/12/2018;economía;El dólar hoy: la divisa abre estable, atenta a la suba del riesgo país y a la renovación de Letes
1844;Fue en La Pampa. El agresor recibió una pena de 4 años de prisión por amenazas, pero la victima se retractó. El fiscal apelará el fallo.;12/12/2018;policiales;La quiso prender fuego cuando estaba embarazada y ella lo perdonó frente al tribunal que lo condenó
1845;Perdieron 3 a 2 en cuartos de final en el Kalinga Stadium, de la India. ;12/12/2018;deportes;Los Leones cayeron ante Inglaterra y quedaron eliminados del Mundial de Hockey
1846;La modelo se mostró incondicional y salió al cruce de los críticos a su marido.;12/12/2018;deportes;"La carta de Natalie Weber para Mauro Zárate: ""A la gilada ni cabida"""
1847;Una joven cantante dejó a todos impactados con una grabación que subió horas después de la denuncia de Thelma Fardin.;12/12/2018;música;"La versión de la canción ""No es no"" que es furor en las redes tras la denuncia por violación contra Darthés"
1848;El delantero de Banfield tiene 34 años y aún le quedan veinticuatro meses de contrato en el Taladro. ;12/12/2018;deportes;Racing quiere un delantero y el apuntado es Darío Cvitanich
1849;La actriz afirmó que entrenar no estaba entre sus prioridades.;12/12/2018;salud;Qué descubrió Brie Larson gracias a su entrenamiento para Capitana Marvel
1850;En cuatro participaciones no pudieron ser campeones Boca, Estudiantes, San Lorenzo ni el propio River. El torneo comienza hoy y la final será el sábado 22.;12/12/2018;deportes;El nuevo gran desafío del River de Gallardo: romper el maleficio argentino en el Mundial de Clubes
1851;Mientras que el Millonario se encuentra en Emiratos Árabes para jugar el Mundial de Clubes, ya empiezan a barajarse nombres para el 2019.;12/12/2018;deportes;Radamel Falcao, el delantero que suena con fuerza para reforzar a River
1852;Irina Rybnikova tenía solo 15 años y formaba parte del equipo nacional de pancracio.;12/12/2018;deportes;Campeona rusa de artes marciales murió electrocutada cuando se le cayó celular a la bañera mientras lo cargaba
1853;Valeriana Corelli fue premiada por el gesto que tuvo con los atletas.;12/12/2018;tecno;Esta abuelita animó a los corredores de una maratón y enamoró a Internet
1854;La exmujer de Jorge Rial pegó el grito en el cielo tras la conferencia de prensa que organizó el colectivo Actrices Argentinas.;12/12/2018;show;"El reclamo de Silvia D'Auro tras escuchar la denuncia de Thelma Fardin contra Juan Darthés: ""Hablen de todo"" "
1855;Los chicos fueron diagnosticados con “Estafilococo dorado”, una bacteria resistente a antibióticos, lo que causó el alerta a nivel nacional pero también en toda Europa.;12/12/2018;salud;Alerta en Rumania por una infección masiva de bebés con una superbacteria
1856;Mirá las portadas de los principales medios gráficos del país de este miércoles 12 de diciembre de 2018.;12/12/2018;sociedad;La excarcelación de Boudou y la denuncia de violación contra Juan Darthés, en las tapas de los diarios argentinos
1857;Mirá las portadas de los principales medios gráficos internacionales de este miércoles 12 de diciembre de 2018.;12/12/2018;internacional;El ataque en Estrasburgo y la maratón europea de Theresa May por el Brexit, en las tapas de los diarios del mundo
1858;El atacante dejó tres muertos y trece heridos y escapó en un taxi.;12/12/2018;internacional;Cientos de policías buscan al autor del tiroteo en el mercado navideño de Estrasburgo
1859;El ministro de Transporte confirmó que Trabajo dictará la conciliación obligatoria, con el objetivo de levantar la medida de fuerza de 48 horas.;12/12/2018;política;"""Asumo que jueves y viernes habrá vuelos"", dijo Guillermo Dietrich pese al paro de pilotos"
1860;Las imágenes de la violenta detención se volvieron virales y fueron repudiadas por el alcalde Bill de Blasio.;12/12/2018;internacional;"""¡Están lastimando a mi hijo!"": policías arrancaron a un bebé de los brazos de su mamá en Nueva York"
1861;Es por la causa que investiga la violación de una chica de 22 años en un departamento de San Telmo. Ya había sido arrestado por resistencia a la autoridad. ;12/12/2018;policiales;Detuvieron a Rodrigo Eguillor por abuso sexual 
1862;"La abogada explicó por qué decidió dejar de representar al actor. ""Es muy doloroso decirlo pero sí, dejé de creerle"", afirmó. ";12/12/2018;show;"Ana Rosenfeld justificó su renuncia como abogada de Juan Darthés: “Siento que me defraudó"""
1863;Antes de revelar el dramático episodio que sufrió con Juan Darthés le dedicó un emotivo mensaje a una compañera que la respaldó en los momentos más difíciles de su vida.;12/12/2018;show;"El agradecimiento de Thelma Fardin a la amiga que la ayudó a ""gritar"" su verdad: ""Me inspira a ser mi mejor versión"""
1864;La actriz había defendido a Juan Darthés cuando Calu Rivero lo acusó de acoso sexual. ;12/12/2018;show;La autocrítica de La China Suárez tras enterarse de la denuncia de Thelma Fardin 
1865;La panelista de Animales Sueltos reveló una difícil situación que sufrió y que desconocía Alejandro Fantino, el conductor del ciclo. ;12/12/2018;show;Romina Manguel contó que un invitado al programa la acosó sistemáticamente
1866;El ministerio de Seguridad había habilitado la apertura del estadio únicamente para socios. Desde la cúpula del Xeneize decidieron dar de baja el evento.;12/12/2018;deportes;Boca suspendió los festejos en la Bombonera por el Día del Hincha
1867;En medio de la ola de críticas, los legisladores que impulsaron la propuesta no obtuvieron dictamen en las comisiones. ;12/11/2018;sociedad;En Tucumán, rechazaron el proyecto que prohibía el aborto legal en casos de violación
1868;El acuerdo contempla 5 mil pesos en diciembre y 10 por ciento de aumento para la Policía Federal, Gendarmería y Prefectura.;12/11/2018;economía;Las fuerzas de seguridad cobrarán el mismo bono que los estatales
1869;El entrenador renunció después del empate con Estudiantes de La Plata y sorprendió a todos con su forma cerrar el ciclo.;12/11/2018;deportes;Eduardo Domínguez se despidió de Colón de Santa Fe con una carta de puño y letra
1870;Recorrió 500 kilómetros para dar visibilidad a una enfermedad poco frecuente.;12/11/2018;salud;Estuvo encima de su bici por 24 horas seguidas por una causa solidaria
1871;La moneda estadounidense ya cayó más de cinco pesos en poco más de un mes. Economistas alertan sobre posibles efectos adversos.  ;12/11/2018;economía;El dólar, en la mira del Banco Central: cómo y cuándo intervendrá para evitar que siga bajando
1873;Fue antes de llevar a 100 chicos de un colegio de la localidad de Los Polvorines a La Lucila del Mar. ;12/11/2018;sociedad;Cinco choferes dieron positivo en el control de alcoholemia antes de un viaje de egresados
1874;José Alperovich y Beatriz Mirkin buscarán aliarse a Cristina Kirchner. El jefe de la bancada lo vinculó a una interna provincial. ;12/11/2018;política;En la previa al debate por el Presupuesto, dos senadores abandonaron el bloque de Miguel Ángel Pichetto
1875;La firma advirtió que podría volver a reducir la nota si el Gobierno no sigue implementando los cambios presupuestarios que tiene proyectados. ;12/11/2018;economía;Standard & Poor's bajó la calificación de la deuda de la Argentina
1876;"Los actores que encarnan a los personajes de Avengers y X-Men recordaron al creador de Marvel que murió a los 95 años. Qué postearon los otros ""superhéroes"".";12/11/2018;tecno;Wolverine, Iron Man y Capitán América despidieron a Stan Lee
1877;El Tri tenía preparada una práctica en cancha de Talleres pero tuvo que cambiarla por el gimnasio.;13/11/2018;deportes;La Selección de México no pudo entrenarse en Córdoba porque no le llegó la utilería
1878;"También se debatirán las modificaciones en Bienes Personales y la adenda al pacto fiscal. Esperan sancionar la ""Ley de leyes"" a la medianoche.";13/11/2018;política;Presupuesto 2019: con apoyo del peronismo, el Gobierno confía en lograr la aprobación en el Senado
1879;El bailarín le preguntó a la figura del certamen de ShowMatch si quería ser su novia ¡Mirá su reacción!;13/11/2018;show;Bailando 2018 | Mauro Caiazza se le declaró a Jimena Barón ¡y la respuesta de ella lo descolocó!
1880;En una reunión encabezada por Miguel Ángel Pichetto evitaron la fuga de más legisladores. La estrategia para la sesión del miércoles.;13/11/2018;política;Tras la salida de dos senadores, el Partido Justicialista se reacomoda antes de votar el Presupuesto 2019
1881;"El cantante radicado en México tenía 90 años. Se hizo conocido en el mundo por su interpretación en hits románticos como ""Piel Canela"" o ""Bésame Mucho"".";13/11/2018;música;"Murió Lucho Gatica, el ""Rey del bolero"""
1882;Fue en un partido de inferiores.;13/11/2018;deportes;La AFA sacó la primera tarjeta verde: qué es y para qué se usa
1883;"Distinguieron a las personalidades destacadas de la última década en la disciplina ""Instituciones-Comunidad-Empresa"".";13/11/2018;sociedad;Premios Konex 2018: Luis Pagani y el Invap recibieron el Brillante
1884;La cronista contó los obstáculos a los que se enfrentaba a diario por tener una exuberante delantera. ;13/11/2018;show;El motivo por el cual Nati Jota decidió achicarse las lolas
1885;"En la planta de la empresa ""Isla Grande"" de Tierra del Fuego trabajan 100 personas. Se produjeron graves daños materiales. No hubo heridos.";13/11/2018;sociedad;Un incendio arrasó una fábrica de plásticos en Río Grande
1886;Los manifestantes se movilizan y hay varios cortes en la Ciudad. La policía montó un vallado para evitar que lleguen al lugar. ;13/11/2018;sociedad;Organizaciones sindicales, sociales y la Izquierda marchan al Congreso en contra del Presupuesto
1887;La periodista mostró su escultural figura en una foto en bikini, que compartió con sus seguidores. ;14/11/2018;show;Marcela Tauro, diosa a los 53: al natural y en traje de baño 
1888;Hace 109 años, el exjefe de la Policía Federal murió tras ser alcanzado por una bomba casera lanzada por un militante ucraniano. ;14/11/2018;política;Ramón Falcón, un represor asesinado por anarquistas, el blanco del ataque en Recoleta
1889;"En A dos voces, el secretario de Seguridad porteño dijo que detrás del ataque al juez está ""un grupo anarquista"". El vínculo con lo que pasó en Recoleta.";14/11/2018;política;"El artefacto detonado en la casa de Claudio Bonadio era ""una bomba sofisticada"""
1890;El viernes, el conjunto nacional enfrenta al Tri en el primero de los dos amistosos de noviembre.;14/11/2018;deportes;Selección argentina: Lionel Scaloni le da forma al equipo titular para enfrentar a México
1891;En A dos voces, el ministro defendió el estado del submarino. Un informe de TN.com.ar reveló que el capitán había advertido, tres meses antes de la desaparición, que la pieza E19 no cerraba correctamente.;14/11/2018;política;"Oscar Aguad, sobre la válvula de ventilación del ARA San Juan: ""Se arregló, pero hay que ver qué pasó después"""
1892;El juez Canicoba Corral ordenó las detenciones tras una investigación de ocho meses. Buscan determinar qué grado de relación tienen con grupos violentos colombianos. ;14/11/2018;política;A días del G20, detienen a dos argentinos con presuntos vínculos con el terrorismo
1893;Este jueves a partir de las 19 se celebrará la segunda edición de este evento, que reunirá a 200 comercios de todo el país.;14/11/2018;sociedad;La Noche de las Heladerías: de cuánto es el descuento y cuáles son los locales adheridos
1894;En Ya somos grandes, el conductor de Periodismo para todos dijo que hay inacción del Estado frente a los hechos violentos.;15/11/2018;política;"Jorge Lanata, sobre los ataques con explosivos: ""Un chico con una bomba es un terrorista"""
1895;"Si por algo se la distingue a la rapera es por su larga manicura. La experiencia de una mujer que se puso en ""sus manos"".";15/11/2018;salud;Así es llevar las uñas de Cardi B por una semana 
1896;El ajuste en los servicios públicos y el aumento en los boletos impulsaron el IPC del mes pasado, el segundo más alto de la era Macri. ;15/11/2018;economía;Tarifas, transporte y alimentos, los rubros que empujaron a la inflación de octubre
1897;El allegado al empresario K detenido se los ofreció a un financista en octubre de 2016. El informe de TN Central.;15/11/2018;política;Un enviado de Lázaro Báez quiso blanquear 50 mil euros húmedos y manchados con tierra
1898;Un exempleado del Gobierno Federal se llevó casi 350 millones de dólares, tras un cuarto de siglo de haber apostado siempre a la misma combinación.;15/11/2018;internacional;Jugó 25 años los mismos números en la lotería y ahora la pegó: ganó el pozo más grande de la historia de Nueva York
1899;Con dirección de Mariano Demaría, en enero sube a escena Una semana nada más, una comedia con la que esperan acercarse al tremendo éxito que fue El otro lado de la cama. ;15/11/2018;show;Nicolás Vázquez, Benjamín Rojas y Flor Vigna de los primeros en llegar a las marquesinas del verano porteño
1900;La estrella del pop usó el símbolo de la lucha a favor de la despenalización del aborto en la previa de la ceremonia. ;15/11/2018;música;Grammy Latinos 2018 | Lali Espósito lució el pañuelo verde del aborto legal en la alfombra roja 
1902;¿Corazón o El Préstamo? En La Viola te proponemos que elijas entre uno de estos dos éxitos musicales.;15/11/2018;música;Ya palpitamos el recital de Maluma en Buenos Aires
1903;Juegan la Argentina, Boca y San Lorenzo, empieza el Abierto de Palermo y se definen los finalistas del URBA Top 12.;15/11/2018;deportes;Superliga, Copa Argentina, amistosos de selección, rugby, polo y más: un fin de semana a puro deporte
1904;El púgil de 42 años peleará el 14 de diciembre en Río Seco. En la velada también combatirá su hijo.;16/11/2018;deportes;Rodrigo Barrios volverá al boxeo tras estar dos años en prisión
1905;La Pulga aprovechó la fecha FIFA para descansar y recorrer un destino turístico exótico.;16/11/2018;deportes;Mientras la Selección argentina jugaba con México, Lionel Messi paseaba con su familia en Dubai
1906;Los efectos de dejar de lado la actividad física por completo pueden perdurar en el tiempo.;16/11/2018;salud;Dejar de ejercitarse en verano podría no ser una buena idea
1907;La rubia recibió la visita de un admirador que parece ser correspondido. ¿A qué se dedica el futuro novio de la ex Chica del Clima?;16/11/2018;show;Bailando 2018 | Sol Pérez se besó con su nuevo pretendiente gracias a Tinelli
1909;La solidaridad de James Harrison marcó una gran diferencia en la vida de muchas personas.;16/11/2018;salud;La historia del “hombre del brazo de oro”: salvó a 2.4 millones de bebés con su sangre
1910;"La modelo volvió al jurado para reemplazar a Flor Peña y se la vio súper picante. ""Siempre que vengo yo piden el BAR"", dijo.";16/11/2018;show;Bailando 2018 | Pampita se sacó de quicio con Lourdes Sánchez y Diego Ramos
1911;Los nervios pueden jugar en contra antes y durante el encuentro.;16/11/2018;salud;Ocho estrategias para que la ansiedad sexual no destruya tu primera vez con alguien
1912;La senadora dijo que intentaron colocar tres cámaras frente a su casa de Recoleta y que el juez ordenó desestimar la presentación judicial que hizo el jefe de su custodia.;16/11/2018;política;Cristina Kirchner denunció que la espían y acusó a Claudio Bonadio de no intervenir
1913;La expedición del Ocean Infinity investiga el nuevo punto de interés detectado en el mar. El documento de la Sigen publicado TN.com.ar que alertó irregularidades en la puesta a punto del submarino.;16/11/2018;política;ARA San Juan: pusieron en marcha el operativo que busca un objeto de 60 metros
1914;La Armada informó que los parientes de los submarinistas irán hasta Ciudad del Cabo para luego regresar a la Argentina.;17/11/2018;sociedad;El buque que encontró el ARA San Juan partió con los familiares veedores a Sudáfrica
1915;Las imágenes de una jornada marcada por la emoción y el pedido de explicaciones por parte de los familiares del submarino.;17/11/2018;sociedad;Tras 366 días de incertidumbre por el ARA San Juan, las 14 fotos del desahogo ante el hallazgo
1916;En la última edición de este torneo, las chicas argentinas cayeron 2-1 con las Hockeyroos. Este domingo se medirán con Holanda.;17/11/2018;deportes;En su debut en el Champions Trophy, Las Leonas perdieron con Australia
1918;El equipo del Diez le ganó 1-0 a Mineros y se metió entre los mejores cuatro de la segunda división de la liga azteca.;17/11/2018;deportes;Con Diego Maradona en la tribuna, Dorados de Sinaloa pasó a semifinales del ascenso en México
1919;El hombre pide una indemnización de más de 10 mil dólares.;17/11/2018;tecno;Le hizo juicio a una aerolínea por sentarlo junto a un pasajero de 140 kilos en un vuelo de 12 horas
1920;"El ministro Aguad explicó que las armadas argentina y extranjeras no lo reconocieron, pero sí la empresa estadounidense. La clave: el ""evento anómalo"" informado un año atrás.";17/11/2018;sociedad;Por qué no encontraron el ARA San Juan las cinco veces que pasaron por arriba
1921;"Quiere preservar la pieza para saber qué pasó. ""Yo no voy a arriesgar a perder las condiciones físicas ni vidas humanas"", señaló la magistrada.  ";17/11/2018;sociedad;La jueza Yáñez no pedirá por ahora sacar a flote el ARA San Juan
1922;En La noche de Mirtha, Itatí Leguizamón criticó el accionar de la Armada en la búsqueda del submarino en el que viajaba su marido.;17/11/2018;sociedad;"El lamento de la mujer de un tripulante del ARA San Juan: ""¿Por qué no fueron a rescatarlos?"""
1923;"El canadiense le dedicó ""su estrella"" a la actriz y a sus tres hijos. ";17/11/2018;música;Michael Bublé hizo llorar a Luisana Lopilato en el Paseo de la fama de Hollywood
1924;El humorista expresó que le encantaría formar una familia con la cantante. ;18/11/2018;show;El deseo de Nito Artaza: quiere tener un hijo con Cecilia Milone
1925;La mujer seguirá imputada, pero la Justicia centrará la investigación en su pareja, Fabián González Rojas, como el autor principal del crimen. ;18/11/2018;policiales;La tía de Sheila quedó a un paso de recuperar la libertad
1926;¿Querés saber qué te espera en salud, dinero y amor? Consultá tu signo y preparate para empezar el día. ;18/11/2018;sociedad;Horóscopo correspondiente al lunes 19 de noviembre de 2018
1927;Fue antes del partido contra Deportivo Merlo. Intervino la Brigada de Explosivos de la Policía Bonaerense.;18/11/2018;deportes;Encontraron una granada en la cancha de Ituzaingó antes de que se disputara el clásico
1928;Ocho gobernaciones confirmaron que afrontarán ese gasto extra para los trabajadores públicos. En 13 no se abonará y otras lo estudian. ;18/11/2018;economía;Qué provincias van a pagar el bono de fin de año a sus empleados 
1929;Miembro de la Comisión Provincial por la Memoria, fue un férreo defensor de los derechos humanos. ;18/11/2018;sociedad;Dolor por la muerte de Mauricio Tenembaum 
1930;La jueza recibirá el material que recogió la empresa Ocean Infinity y Aguad dará un informe ante el Congreso. Los familiares exigen que se reflote el submarino. ;18/11/2018;política;ARA San Juan | Una maqueta para ensayar pericias y 67 mil fotos, los próximos pasos en la investigación
1931;Kevin Sanhueza, de 27 años, fue baleado por dos motochorros mientras entregaba un kilo de helado. Está internado en estado crítico. El ataque fue en La Plata.;18/11/2018;policiales;"""Acabo de recibir un disparo"", el audio que le envió un repartidor a sus compañeros tras un intento de robo"
1932;El Canalla empató 1 a 1 contra Temperley en Córdoba, pero logró imponerse en los penales. Espera por River o Gimnasia de La Plata.;18/11/2018;deportes;Rosario Central, otra vez finalista de la Copa Argentina
1933;En un informe de Periodismo para todos, tanto los impulsores como los detractores de la normativa analizaron las cuestiones de género y el rol del Estado en esta política.;18/11/2018;sociedad;La educación sexual integral, la nueva grieta que divide a la sociedad tras el debate por el aborto legal
1934;El delantero aún no se recuperó de su lesión en el gemelo. Gallardo define a contrarreloj quién acompañará a Pratto. ;19/11/2018;deportes;Alarma en River: Scocco trabajó diferenciado y es un misterio si llega al superclásico
1935;No protegerse en esta práctica sexual te expone a varias enfermedades.;19/11/2018;salud;Esto es todo a lo que te arriesgás si practicás sexo oral sin cuidarte
1936;"La modelo reconoció que volvió a reunirse con el tenista. ""Nos gusta vernos, nos queremos mucho”, afirmó sobre su relación con su ex. ";19/11/2018;show;Pampita se reencontró con Pico Mónaco: ¿hubo reconciliación?
1937;Esta costumbre no sería eficaz a la hora de evitar el contagio de enfermedades.;19/11/2018;salud;¿Ponés papel higiénico en la tabla del inodoro? Quizás no tenga tanto sentido
1939;El periodista criticó a su compañera en el jurado. La actriz le respondió, pero no pudo contener la angustia. ;19/11/2018;show;Bailando 2018 | Florencia Peña, muy angustiada tras un tenso cruce con Ángel de Brito
1940;Los padres de Agustín Ledo denunciaron que los médicos les informaron que habían tenido una nena, pero que cuando lo fueron a ver era un varón.;19/11/2018;sociedad;"Murió el bebé que habían ""cambiado"" en un hospital de Moreno"
1941;En Re Despiertos nos hacemos eco de que El Globo jugará con una camiseta con el logo de la banda. ;19/11/2018;música;El Indio y Huracán nos dieron la excusa perfecta: qué tema de Los Redondos te gusta más
1942;"En un documento firmado por el presidente del partido, manifestaron su preocupación y aseguraron que el peronismo logró ""un pacto de impunidad"". ";19/11/2018;política;"La UCR criticó al Gobierno por el lugar perdido en el Consejo de la Magistratura: ""Hubo impericia"""
1943;En TN Central, el ministro de Defensa descartó la posibilidad de reflotar la nave y dijo que este martes se conocería el informe de la comisión investigadora.  ;19/11/2018;sociedad;"Oscar Aguad, tras la aparición del ARA San Juan: ""Es probable que haya sufrido dos explosiones"""
1944;Los radicales siguen molestos por el acercamiento de la Casa Rosada con el peronismo, que se unió para pisar fuerte en la Magistratura y rechazar el desafuero de Cristina. ;20/11/2018;política;El Gobierno buscó bajarle el tono, pero el enojo de la UCR se profundiza 
1945;El conductor dejó en claro en Showmatch que quiere que la figura de eltrece regrese a la competencia. ;20/11/2018;show;Tras el reclamo al aire, Flor Vigna le respondió a Marcelo Tinelli: ¿vuelve o no al Bailando 2018?
1946;El Apache, que ganó la Libertadores con Carlos Bianchi, invitó a sus compañeros a una comida distendida. ;20/11/2018;deportes;El plantel de Boca compartió un asado en la casa de Carlos Tevez a la espera de la Superfinal
1947;El Ministerio de Seguridad, con el aval de River y Boca, había pedido que el partido se reprograme para las 16. El ente del fútbol insiste con jugarlo a las 17. ;20/11/2018;deportes;Contramarcha superclásica: la Conmebol no quiere cambiar el horario del partido entre River y Boca
1948;Cómo afrontan las personas el fin de sus vidas. El análisis de Álvaro Sauri.;20/11/2018;salud;No morir solos, el principal deseo de las personas que están con cuidados paliativos
1949;La participante contó los planes sexuales que tiene con su novio para cuando termine el certamen de Showmatch. ;20/11/2018;show;Bailando 2018 | La tremenda confesión hot de Jimena Barón
1950;En Palabra de Leuco, Dante Sica dijo que todavía no pueden interponer una conciliación obligatoria. La compañía sancionó a los empleados que se adhirieron a la última medida de fuerza. La respuesta de los gremios. ;20/11/2018;política;"El Gobierno se desentendió de las suspensiones en Aerolíneas: ""Son una potestad de la empresa"""
1951;Hay quienes no afrontan demasiado bien la soltería. Las razones.;20/11/2018;salud;Dependencia emocional: los cuatro motivos por los que una persona teme a estar sin pareja
1952;La entidad firmó un acuerdo con una empresa de transporte que está prohibida en la Ciudad de Buenos Aires.;20/11/2018;deportes;Los taxistas se movilizarán en contra del nuevo sponsor de la AFA: “Protestaremos hasta en la casa de Chiqui Tapia”
1953;Argentina le ganó 2 a 0 el segundo amistoso a México y el entrenador ahora aguarda una confirmación de la AFA para saber si es oficializado o no.;20/11/2018;deportes;Lionel Scaloni lloró en lo que pudo ser su último partido como DT de la Selección
1954;La modelo sorprendió a todos con una confesión sobre su intimidad sexual. ;21/11/2018;show;El motivo por el cual Pampita nunca fue a un albergue transitorio
1955;Los trabajadores con un elevado estrés digital padecen más que la media de dolores de cabeza o de insomnio.;21/11/2018;salud;El estrés que generan los dispositivos electrónicos disminuye la capacidad de trabajo
1956;Los barras del club de Floresta atacaron a la Policía de la Ciudad y hubo 16 efectivos que resultados heridos.;21/11/2018;deportes;"Florencia Arietto criticó el operativo de seguridad en la cancha de All Boys: ""Estuvo mal organizado"""
1957;Su familia denunció que desde el sábado no le respondía los llamados. Ese día entró al albergue con una chica. Su mamá reconoció una cicatriz en el cuerpo.;21/11/2018;policiales;Encontraron muerto en un hotel alojamiento a Martín Licata, el periodista que buscaban desde el sábado
1958;Mariano de la Canal interpretó ¡Oh mamá! ¡Ella me ha besado!, demostró sus dotes como cantante y empieza su carrera musical ;21/11/2018;show;"""El fan de Wanda"" y una imitación bizarra de Pablito Ruiz con la que se lanza como cantante"
