;cuerpo;fecha;seccion;titulo
1328;En septiembre de 2017, el jugador fue condenado a la pena de seis años y seis meses de prisión por haber violado a Giuliana Peralta.;03/12/2018;deportes;Alexis Zárate quedó al borde de la detención: la Suprema Corte rechazó un recurso del futbolista
1329;La Academia va a Córdoba por un triunfo que le asegure terminar el año como puntero.;03/12/2018;deportes;Los partidos de hoy en la Superliga: Racing visita a Talleres en un lunes con mucho fútbol
1330;"Adujo razones presupuestarias. Los haberes aumentan este año casi veinte puntos menos que la inflación; el Gobierno espera que se recuperen en 2019.";03/12/2018;economía;Mauricio Macri puso punto final y no habrá bono para los jubilados
1331;La mamá de Matilda se mostró sorprendida por el detalle, que todavía no tiene explicación. ;03/12/2018;show;Luli Salazar descubrió una misteriosa aparición en una foto suya: ¿Un fantasma de Redrado?
1332;"La cantante dominicana presenta su nuevo video que ya es un éxito. ""Algo diferente para que lo disfruten!"", comentó sobre la canción. ";03/12/2018;música;"Natti Natasha se muestra muy sensual en ""Me Gusta"""
1333;La primera dama estadounidense utilizó su cuenta oficial de Twitter. ;03/12/2018;política;Con un video, Melania Trump le agradeció a Juliana Awada su recibimiento en la Argentina por el G20
1334;De qué forma influye el estrés de la responsabilidad cotidiana en la vida de los especialistas. Escribe Silvia Bentolila.;03/12/2018;salud;Día Internacional del Médico: una profesión dedicada al estudio y el cuidado
1335;El delantero se recuperó del desgarro que sufrió en el encuentro de ida, en la Bombonera. El técnico quiere evaluar cómo responde con la pelota en los pies. ;03/12/2018;deportes;Guillermo Barros Schelotto confirmó que Cristian Pavón llegará a la revancha frente a River 
1336;Ambientar tu hogar para las fiestas reduce el estrés, según la ciencia.;03/12/2018;salud;Adelantar la decoración de Navidad te hace más feliz
1337;El exBeatle regresará al país con un show el 23 de marzo en el Campo Argentino de Polo.;03/12/2018;música;Paul McCartney vuelve a la Argentina con sus nuevas canciones y sus infaltables clásicos
1338;"En conferencia de prensa, el Presidente hizo un balance de la reunión de líderes mundiales en Buenos Aires. ""No queremos hacer más pronósticos sobre la economía"", afirmó.";03/12/2018;política;"Mauricio Macri destacó el papel de la Argentina en el G20, pero advirtió: ""No implica que nuestros problemas hayan desaparecido"""
1339;Fue íntegramente desarrollado por la división de competición de la marca.;03/12/2018;autos;100% eléctrico: el Nissan Leaf (que llegará al pais) tiene una nueva versión de carrera
1340;"Tanto para la ""previa"" como para el día a día, es recomendable expresar afecto a través de ese gesto.";04/12/2018;salud;Por qué es bueno para la pareja dedicar un tiempo a los besos 
1341;El hijo de la fiscal de instrucción penal de Lomas de Zamora quedó detenido, se le prohibió salir del país y le impusieron una perimetral para que no se acerque a la víctima.;04/12/2018;policiales;Rodrigo Eguillor, del alto perfil en las redes sociales a la denuncia por abuso sexual
1342;Podrán trabajar fuera del archipiélago, pero deberán volver a la noche para no ser detenidos. Organismos de derechos humanos acusan al Gobierno de lanzar un plan ilegal.;04/12/2018;internacional;"Dinamarca mandará a extranjeros ""no deseados"" a una isla remota, deshabitada y contaminada"
1343;El partido se suspendió por el ataque al micro de Boca. Los 66 mil hinchas gastaron $ 100 millones en tickets. ;04/12/2018;deportes;River anunció cómo devolverá la plata de las entradas de la final fallida de la Copa Libertadores
1344;El joven, de 24 años, fue trasladado por la Policía de Seguridad Aeroportuaria (PSA) desde Ezeiza hasta la fiscalía de Esteban Echeverría.;04/12/2018;policiales;Quedó detenido Rodrigo Eguillor luego de ser notificado de otra denuncia en su contra
1345;"El ministro de Defensa deslizó que el hundimiento de la nave se produjo por ""fallas humanas"".";04/12/2018;política;"""Hay quienes odian la verdad"", ""No navegaba normalmente"" y otras frases de Oscar Aguad en el Congreso "
1346;Se trata de una chica de 17 años. La apresaron en Bernal, provincia de Buenos Aires. El cuerpo de Martín Licata había sido encontrado en un hotel alojamiento de Floresta.;04/12/2018;policiales;Detuvieron a la mujer que estuvo con el periodista muerto en el hotel
1347;El periodista cruzó al hermano del joven artesano, que desapareció en medio de un operativo de la Gendarmería y apareció muerto en el río Chubut, por los supuestos subsidios del Estado que cobra la familia.;04/12/2018;política;"Eduardo Feinmann contra Sergio Maldonado: ""Devolvé la plata"""
1348;Por su fabricación y por los procesos industriales que conlleva, se trata de uno de un objeto altamente nocivo para los ríos del planeta.;04/12/2018;salud;Nunca te hubieras imaginado que esta es la prenda más contaminante de tu placard
1349;Luis Carzoglio se defendió luego de que el Tribunal de Enjuiciamiento lo sancionó por mal desempeño de sus funciones.;04/12/2018;política;"Tras ser apartado, el juez que se negó a detener a Pablo Moyano dijo que es víctima del ""capricho de un gobernante"""
1350;Los sex symbols de los 90 ahora parecen dos tías a punto de tomar el té... tempranito, porque se tienen que ir a dormir.;04/12/2018;tecno;Axl Rose y Mickey Rourke se sacaron una foto juntos, están irreconocibles y estallaron los memes
1351;La célebre canción de Queen es ejecutada por Floppotron, un conjunto de disqueteras, viejas unidades de almacenamiento y escáneres.    ;04/12/2018;tecno;"Así suena ""Rapsodia Bohemia"" interpretada por una orquesta de tecnologías en desuso"
1353;La pobreza estructural afecta a 6,3 millones de menores porque no tienen garantizado uno o dos de los derechos más elementales.;04/12/2018;sociedad;El 48% de los chicos son pobres en la Argentina, según un informe de Unicef
1354;Guillermo Barros Schelotto eligió a 24 jugadores para el duelo definitorio el domingo en el Santiago Bernabéu.;04/12/2018;deportes;Superfinal |Los convocados de Boca para viajar a Madrid a jugar la final de la Copa Libertadores ante River
1355;La joven atacada le compartió los datos a su hermana para que pudiera ver dónde estaba. Varias aplicaciones como WhatsApp y Google Maps permiten esto. Cómo se usan. ;04/12/2018;tecno;Denuncia de abuso contra Rodrigo Eguillor: conocé la función que te permite compartir tu ubicación en tiempo real 
1356;Será por los próximos cuatro años. La compañía argentina junto a la de Malasia buscan aumentar la producción de petróleo en un 30% para 2022.;04/12/2018;economía;YPF anunció junto a Petronas una inversión de u$s2300 millones en Vaca Muerta 
1357;"La diputada de Cambiemos cuestionó a la ministra Patricia Bullrich. ""Se le va la mano"", aseguró. ";04/12/2018;política;"Elisa Carrió criticó los cambios en el uso de las armas de las fuerzas federales: ""Viola los derechos humanos"""
1358;"La conductora trataba el caso de presunto acoso del hijo de una fiscal de Lomas de Zamora. ""Perdónenme si me tienen que sancionar"", dijo enojada tras el insulto. ";04/12/2018;show;Verónica Lozano estalló con un exabrupto contra Rodrigo Eguillor
1359;Un neurocirujano explicó cómo le cambió adquirirlo y cómo afecta al cerebro.;04/12/2018;salud;Este es el mejor hábito para cuidar tu mente
1360;Fue en Inglaterra. Tras el violento ataque, la víctima sufrió un derrame cerebral. Hay cuatro detenidos.;04/12/2018;internacional;Le robaron, le arrancaron las orejas y lo dejaron en coma
1361;Fue detenido este martes en una serie de allanamientos para dar con los violentos que atacaron al plantel xeneize en el Monumental. Su apariencia no era la misma que hace 10 días.;04/12/2018;deportes;El llamativo cambio de look de Matías Firpo al momento de su detención: está acusado de ser uno de los agresores del micro de Boca
1362;Ante la ofensiva de los talibanes, la familia de Murtaza Ahmadi se trasladó a Kabul.;04/12/2018;deportes;El chico afgano que se hizo la camiseta de Argentina con una bolsa tuvo que exiliarse y perdió los regalos de Messi
1363;Masha y Dasha Ledeneva, de Rusia, están en terapia intensiva por un cuadro severo de anorexia. ;04/12/2018;internacional;El calvario de las modelos gemelas de 14 años que fueron obligadas a adelgazar y ahora luchan por su vida
1364;Marta, la madre de la adolescente drogada, violada y asesinada en Mar del Plata, viajó a Buenos Aires y estará presente en el paro y marcha de mujeres en protesta por la absolución de los acusados. ;04/12/2018;sociedad;"""A mi hija la volvieron a matar"", denunció la mamá de Lucía Pérez"
1365;La bailarina tuvo un finde romántico con su novio y compartió una foto en sus redes que llamó la atención de sus seguidores.;04/12/2018;show;Laurita Fernández expuso una intimidad de Cabré que sorprendió a todos
1366;"Estará presente el 1° de enero, en Brasilia. Buscará ratificar al país vecino como ""el socio más importante"". ";04/12/2018;internacional;Mauricio Macri viajará a Brasil para la asunción de Jair Bolsonaro
1367;Nadie sabe cómo llegó hasta ese lugar. Fue llevado a Mundo Marino para su rehabilitación. Mirá las imágenes que llegaron a TN y La Gente.;04/12/2018;sociedad;Sorpresa en San Clemente: encontró un lobo marino en el techo de su auto
1368;"""No van a hacer más cárceles, van a hacer cementerios y comisarías"", agregó Ivonne Kukoc.";04/12/2018;sociedad;"La madre del ladrón que mató Chocobar sobre el nuevo reglamento: ""Van a matar a los pibes pobres como perros"""
1369;El hincha es socio de River y es el único detenido por el ataque al Xeneize antes de la final de la Copa Libertadores.;04/12/2018;deportes;Difunden el video del momento del ingreso de Matías Firpo al Monumental tras apedrear al micro de Boca
1370;El actor es una de las revelaciones de la cuarta temporada de la serie española. ¿Quién es su prisionera favorita? ¡Atención, nota con spoiler! ;04/12/2018;show;"La pícara foto de Benjamín Vicuña con una presa de ""Vis a vis"" que podría enojar a la China Suárez"
1371;Varios se quejaron en las redes del repentino cambio en la plataforma. ¿Te pasó? Dejanos tus comentarios en esta nota. ;04/12/2018;tecno;Instagram no permite más a los usuarios de iPhone poner música a sus Stories
1372;Rocío tiene 27 años y desapareció en la tarde del lunes. Su familia está desesperada. El caso llegó a TN y La Gente.;04/12/2018;sociedad;Mar del Plata: buscan a una joven que salió de trabajar y no volvió a su casa
1373;La nueva aplicación está en etapa de pruebas y ahora la pueden descargar 500 mil nuevos usuarios. Es compatible con teléfonos que incluyan la tecnología NFC. Paso a paso, como instalarla y usarla.;04/12/2018;tecno;Cómo hacer para cargar la SUBE y revisar el saldo desde el celular
1374;Se trata de una cita que dijo la Reina del Pop durante un reportaje en los '80.;04/12/2018;música;Madonna se enojó con Lady Gaga por copiarle una frase en una entrevista
1375;Se viene la final de la Copa Libertadores en Madrid.;04/12/2018;deportes;Sorteo de Toda Pasión: conocé quiénes ganaron las camisetas de Boca y River
1376;Tranquilos: la historia viral tuvo un final feliz gracias a la policía de Nueva York.;04/12/2018;tecno;Le propuso casamiento en Times Square pero se le cayó el anillo a la alcantarilla
1377;Natalie Bollinger, de 19 años, contactó al asesino en un sitio web. La víctima deseaba morir, pero no quería suicidarse. El crimen fue en un descampado en Colorado, Estados Unidos.;04/12/2018;internacional;Una joven contrató a un hombre para que la matara y ahora el sicario podría pasar 48 años en la cárcel
1378;La rubia disfrutó de un día de pileta y se puso una malla extrema. Le llovieron los piropos pero sus seguidores le comentaron que faltaba algo en la foto. ¡Ups!;04/12/2018;show;Sol Pérez derritió las redes con una sensual bikini y generó dudas: ¿error de photoshop o provocación?
1379;La Policía de la Ciudad encontró documentación que certifica su presencia en el Monumental el día de los incidentes. Quedó imputado por los delitos de daño agravado, atentado a la autoridad y lesiones.;04/12/2018;deportes;Así fue el allanamiento a la casa del barra de River detenido por el ataque al micro de Boca
